Page,Job_title,Company,Location,Search_eng,Term,URL,New_job
5,Backend,SALT,"Brisbane, Queensland",Neuvoo,data science,https://au.neuvoo.com/job.php?id=2nb9nkiq3i&lang=en&k=data+science,
3,SAP Public Sector Consultant - Logistics (Brisbane)Job,SAP,"Brisbane, Queensland",Neuvoo,graduate software engineering,https://au.neuvoo.com/job.php?id=qmyhmp4str&lang=en&k=graduate+software+engineering,
0,SAP MM/PM Logistics Consultant,SAP Australia,CBD & Inner Suburbs,SEEK,junior data science,https://www.seek.com.au//job/35457117?type=standout&userqueryid=a6ee949de1ce8beb421a9cf379c1e6bd-5926643,
6,A Business Guy (once a wannabe developer),SSW,Brisbane QLD,Indeed,software engineering,https://au.indeed.com//company/SSW/jobs/Business-Guy-7641b76a4b29b87c?fccid=8a248ab101d2ca31&vjs=3,
2,Aftermarket Salesperson,Sandvik,"Brisbane Airport, Queensland",Neuvoo,business intelligence,https://au.neuvoo.com/job.php?id=q4cduikjwg&lang=en&k=business+intelligence,
2,Aftermarket Salesperson,Sandvik AB,"Brisbane Airport, Queensland",Neuvoo,business intelligence,https://au.neuvoo.com/job.php?id=u89sfxzh6y&lang=en&k=business+intelligence,
3,Technical Sales Specialist,Sandvik AB,"Brisbane Airport, Queensland",Neuvoo,business intelligence,https://au.neuvoo.com/job.php?id=gtnbpm3yq7&lang=en&k=business+intelligence,
4,Supply Chain Consultant (MMM),Schneider Electric,"Brisbane, Queensland",Neuvoo,data science,https://au.neuvoo.com/job.php?id=x0sejkyvat&lang=en&k=data+science,
0,OSHC Assistant Coordinator - Graceville,School Plus,CBD & Inner Suburbs,SEEK,parttime business intelligence,https://www.seek.com.au//job/35502953?type=standard&userqueryid=64812181b0a9b1ce5f35ae7069a49478-5833537,
0,Property Officer,Seqwater,Western Suburbs & Ipswich,SEEK,graduate business analytics,https://www.seek.com.au//job/35523100?type=standard&userqueryid=f1944405717c2e85eb732fe6ef0552d5-5893973,
5,Data Consultant,Servian,Brisbane QLD,Indeed,data science,https://au.indeed.com//rc/clk?jk=ed3d45a34fb10eca&fccid=93e5617653014982,
6,Data Analyst,Shine Recruitment,Brisbane QLD,Indeed,data analyst,https://au.indeed.com//rc/clk?jk=1e25e64304e3a1b1&fccid=869caac2ffd41601&vjs=3,
1,Sales Graduate,Slade Group,Southern Suburbs & Logan,SEEK,graduate business analytics,https://www.seek.com.au//job/35484728?type=standout&userqueryid=f1944405717c2e85eb732fe6ef0552d5-5894443,
4,IPT and Digital Technologies Teacher,Smart Teachers,Brisbane QLD,Indeed,python,https://au.indeed.com//rc/clk?jk=ad0d5d0db86a47ae&fccid=6c9fd81f2730647a,
3,Technical Services Representative,Solvay,Queensland,Neuvoo,software engineering,https://au.neuvoo.com/job.php?id=wsbpdrippn&lang=en&k=software+engineering,
3,Sales Development Representative,Spotlight Reporting,Brisbane QLD,Indeed,business intelligence,https://au.indeed.com//company/Spotlight-Reporting/jobs/Sales-Development-Representative-98398d6cec369ebd?fccid=ac9d7597a78f8cc6,
2,Front End Developer - Junior/Mid,Squiz,"Brisbane, Queensland",Neuvoo,junior developer,https://au.neuvoo.com/job.php?id=f9dpu587bc&lang=en&k=junior+developer,
2,Front End Developer - Mid,Squiz,"Brisbane, Queensland",Neuvoo,developer,https://au.neuvoo.com/job.php?id=y3xuk2itfw&lang=en&k=developer,
2,Front End Developer,Stack Exchange Inc,"Brendale, Queensland",Neuvoo,junior developer,https://au.neuvoo.com/job.php?id=q2kmw9btz3&lang=en&k=junior+developer,
0,Nodejs Developer | Node Javascript Developer | Javascript Developer,Stellar Technology,CBD & Inner Suburbs,SEEK,junior developer,https://www.seek.com.au//job/35322344?type=standard&userqueryid=943fa3d6a5fecad591038501d4ecacda-5937610,
3,Structural Engineer,Structural Jobs,"Brisbane, Queensland",Neuvoo,developer,https://au.neuvoo.com/job.php?id=bw0v7e5ntg&lang=en&k=developer,
1,IT Assistant Internship - Brisbane,Studyandwork,"Brisbane, Queensland",Neuvoo,internship data analyst,https://au.neuvoo.com/job.php?id=47tym7punf&lang=en&k=internship+data+analyst,
0,Quantitative Analyst & Model Governance Insight,Suncorp,,SEEK,graduate data analyst,https://www.seek.com.au//job/35529786?type=standard&userqueryid=9d37c2735b35f84d1011aaebb7737cf6-5874049,
4,Data Science Consultant,Suncorp Group,"Ashgrove, Queensland +2 locations",Neuvoo,business analytics,https://au.neuvoo.com/job.php?id=z9hetup3e6&lang=en&k=business+analytics,
5,DevOps Engineer,Suncorp Group,"South Brisbane, Queensland",Neuvoo,data science,https://au.neuvoo.com/job.php?id=z6zrdj982t&lang=en&k=data+science,
5,Mobile Developers,Suncorp Group,"South Brisbane, Queensland",Neuvoo,data science,https://au.neuvoo.com/job.php?id=x4pyzwdtwv&lang=en&k=data+science,
0,"Java, Spring and API's | Software Engineer",Suncorp Group,Brisbane QLD,Indeed,developer,https://au.indeed.com//rc/clk?jk=3b780ca79239ae7b&fccid=095b91d1e7195475&vjs=3,
1,Software Data Engineer,Suncorp Group,Brisbane QLD,Indeed,developer,https://au.indeed.com//rc/clk?jk=b6e63f91bffaf98e&fccid=095b91d1e7195475,
5,Business Analyst,Suncorp Group,"Ashgrove, Queensland",Neuvoo,data analyst,https://au.neuvoo.com/job.php?id=pt2h7w7xj9&lang=en&k=data+analyst,
5,iOS and/or Android | Mobile Developers,Suncorp Group,"Ashgrove, Queensland",Neuvoo,developer,https://au.neuvoo.com/job.php?id=mhtv732m09&lang=en&k=developer,
4,Portfolio Analyst,Suncorp Group,"Ashgrove, Queensland",Neuvoo,data analyst,https://au.neuvoo.com/job.php?id=gearn3468k&lang=en&k=data+analyst,
1,Software Test Engineer,Suncorp Group,"New Farm, Queensland",Neuvoo,software engineering,https://au.neuvoo.com/job.php?id=ztr07bn8fs&lang=en&k=software+engineering,
2,"Java, Spring and API's | Tech Lead",Suncorp Group,Brisbane QLD,Indeed,software engineering,https://au.indeed.com//rc/clk?jk=bd3e49412c48ebf0&fccid=095b91d1e7195475&vjs=3,
1,Quantitative Analyst & Model Governance Insight,Suncorp Group,"Ashgrove, Queensland",Neuvoo,graduate data analyst,https://au.neuvoo.com/job.php?id=n04q096zrq&lang=en&k=graduate+data+analyst,
4,Portfolio Advisor,Suncorp Group,"Ashgrove, Queensland",Neuvoo,business analytics,https://au.neuvoo.com/job.php?id=058uba0ux3&lang=en&k=business+analytics,
1,API | Software Engineer,Suncorp Group,Brisbane QLD,Indeed,software engineering,https://au.indeed.com//rc/clk?jk=6f133066d126891a&fccid=095b91d1e7195475,
5,Digital Architect,Suncorp Group,"South Brisbane, Queensland",Neuvoo,business analytics,https://au.neuvoo.com/job.php?id=pq7de87y92&lang=en&k=business+analytics,
3,Data Science Consultant,Suncorp Group Limited,"Brisbane, Queensland",Neuvoo,python,https://au.neuvoo.com/job.php?id=xqjrjevqmq&lang=en&k=python,
0,Quantitative Analyst & Model GovernanceInsight,Suncorp Group Limited,"Brisbane, Queensland",Neuvoo,graduate data analyst,https://au.neuvoo.com/job.php?id=5dm2a8pe6r&lang=en&k=graduate+data+analyst,
0,Field Software Engineer,Sunquest,Brisbane QLD,Indeed,software engineering,https://au.indeed.com//rc/clk?jk=8c7576dffe24e305&fccid=0dd77647b8601bab,
3,Interface Analyst,"Sunquest Information Systems, Inc","Brisbane, Queensland",Neuvoo,data analyst,https://au.neuvoo.com/job.php?id=fvukdqhe2z&lang=en&k=data+analyst,
4,Field Software Engineer,"Sunquest Information Systems, Inc","Brisbane, Queensland",Neuvoo,data science,https://au.neuvoo.com/job.php?id=7jj68fnis7&lang=en&k=data+science,
2,Software Developer (Python),Superloop,"Brisbane, Queensland",Neuvoo,developer,https://au.neuvoo.com/job.php?id=yu0pq6tmu9&lang=en&k=developer,
6,Front End Developer (564),Synergy Placements,Brisbane QLD,Indeed,developer,https://au.indeed.com//rc/clk?jk=e36ac90ea54cba6f&fccid=767b1317e4d7e8cc&vjs=3,
3,Software Test Engineer,Synergy Placements Pty Ltd,Brisbane QLD,Indeed,python,https://au.indeed.com//rc/clk?jk=04cfcefc8e46f0fe&fccid=c39986417debca95,
0,.NET Developer,TEKsystems,CBD & Inner Suburbs,SEEK,junior developer,https://www.seek.com.au//job/35565712?type=standard&userqueryid=943fa3d6a5fecad591038501d4ecacda-5937610,
0,Reporting Analyst,TEKsystems,CBD & Inner Suburbs,SEEK,data analyst,https://www.seek.com.au//job/35564795?type=standard&userqueryid=20ba340a05071ad6b7cd067a43c7c964-5681929,
0,"Consultants - Simulation, Optimisation, Data Science",TSG,CBD & Inner Suburbs,SEEK,graduate data science,https://www.seek.com.au//job/35525246?type=standard&userqueryid=ca8c5b1ba8c82d524125fd1ab7b3db2d-5852411,
6,Junior .NET Developer,Talent International,Brisbane QLD,Indeed,junior developer,https://au.indeed.com//rc/clk?jk=0c6b8c1aba0eabae&fccid=ea1f64b071408cc5,
1,Data Analyst,Talent International,Brisbane QLD,Indeed,data analyst,https://au.indeed.com//rc/clk?jk=c27b785d1ab4b9b8&fccid=ea1f64b071408cc5,
0,Database Administrator,Talent – Winner ‘Seek Large Recruitment Agency of the Year’ 3 consecutive years!,,SEEK,data analyst,https://www.seek.com.au//job/35552845?type=standout&userqueryid=20ba340a05071ad6b7cd067a43c7c964-5681929,
2,Data Analyst,Talent – Winner ‘Seek Large Recruitment Agency of the Year’ 3 consecutive years!,,SEEK,data analyst,https://www.seek.com.au//job/35376056?type=standout&userqueryid=20ba340a05071ad6b7cd067a43c7c964-5683020,
0,Junior .NET Developer,Talent – Winner ‘Seek Large Recruitment Agency of the Year’ 3 consecutive years!,,SEEK,junior developer,https://www.seek.com.au//job/35454609?type=standout&userqueryid=943fa3d6a5fecad591038501d4ecacda-5937610,
6,Business Analyst/Data Analyst,Talenza,Brisbane QLD,Indeed,data analyst,https://au.indeed.com//rc/clk?jk=f694c0ae374a2f0b&fccid=32d5da7da7e04f4a&vjs=3,
5,TM1 Developer / Consultant - Brisbane CBD,Talenza,Brisbane QLD,Indeed,business intelligence,https://au.indeed.com//rc/clk?jk=abb3fb92136e0527&fccid=32d5da7da7e04f4a&vjs=3,
1,Systems Engineer,Tatts Group,Albion QLD,Indeed,python,https://au.indeed.com//rc/clk?jk=85905f069a924227&fccid=13591c87d137e76d&vjs=3,
2,Developer,Tatts Group,Albion QLD,Indeed,business intelligence,https://au.indeed.com//rc/clk?jk=e1fd7dbf6dbb4d6d&fccid=13591c87d137e76d,
1,Graduate Web Developer,Tatts Group,"Woolloongabba, Queensland",Neuvoo,developer,https://au.neuvoo.com/job.php?id=heaadxv637&lang=en&k=developer,
5,Web Developer,Tatts Group,"Woolloongabba, Queensland",Neuvoo,developer,https://au.neuvoo.com/job.php?id=0c9expnttm&lang=en&k=developer,
4,Associate Tech Specialist,Tech Mahindra Limited,"Brisbane, Queensland",Neuvoo,developer,https://au.neuvoo.com/job.php?id=uxvpfxr5jr&lang=en&k=developer,
2,Sr. System Engineer,Tech Mahindra Limited,"Brisbane, Queensland",Neuvoo,software engineering,https://au.neuvoo.com/job.php?id=wbmwc8ac57&lang=en&k=software+engineering,
6,Associate Tech Specialist,Tech mahindra,Brisbane QLD,Indeed,developer,https://au.indeed.com//rc/clk?jk=5267923936cc0601&fccid=97299926ef79b544&vjs=3,
4,Multimedia Developer,Technology One,"Brisbane, Queensland",Neuvoo,developer,https://au.neuvoo.com/job.php?id=vz7f5yg67y&lang=en&k=developer,
0,Graduate Developer,Technology One,"Brisbane, Queensland",Neuvoo,graduate developer,https://au.neuvoo.com/job.php?id=tx6p3m69e3&lang=en&k=graduate+developer,
1,Graduate Business Analyst,Technology One,"Brisbane, Queensland",Neuvoo,graduate software engineering,https://au.neuvoo.com/job.php?id=ii60kyrxv7&lang=en&k=graduate+software+engineering,
0,Intern Business Analyst,Technology One,"Brisbane, Queensland",Neuvoo,internship software engineering,https://au.neuvoo.com/job.php?id=pjz9rs8qmi&lang=en&k=internship+software+engineering,
2,Intern Developer,Technology One,"Brisbane, Queensland",Neuvoo,developer,https://au.neuvoo.com/job.php?id=jbjx5nq6n7&lang=en&k=developer,
6,Enterprise Security Architect,Technology One Limited,Brisbane QLD,Indeed,software engineering,https://au.indeed.com//rc/clk?jk=1124c3206efe1818&fccid=dc0a808e710ad7b5&vjs=3,
5,Graduate Developer,Technology One Limited,Brisbane QLD,Indeed,software engineering,https://au.indeed.com//rc/clk?jk=8a5409c64f439d67&fccid=dc0a808e710ad7b5&vjs=3,
5,Graduate Business Analyst,Technology One Limited,Brisbane QLD,Indeed,software engineering,https://au.indeed.com//rc/clk?jk=c57d713f99cbaf80&fccid=dc0a808e710ad7b5&vjs=3,
5,Intern Business Analyst,Technology One Limited,Brisbane QLD,Indeed,software engineering,https://au.indeed.com//rc/clk?jk=0a8b7ba8a8f51f4e&fccid=dc0a808e710ad7b5&vjs=3,
5,Intern Developer,Technology One Limited,Brisbane QLD,Indeed,software engineering,https://au.indeed.com//rc/clk?jk=ab5ab1d78c52b0ef&fccid=dc0a808e710ad7b5&vjs=3,
5,SCCM Lead,Tectrix Consulting,"Brisbane, Queensland",Neuvoo,software engineering,https://au.neuvoo.com/job.php?id=46mgdqryhz&lang=en&k=software+engineering,
4,Business Analyst-Airlines,Tectrix Consulting,"Brisbane, Queensland",Neuvoo,developer,https://au.neuvoo.com/job.php?id=43cc57mdz8&lang=en&k=developer,
1,Data Engineer,Telstra,"Brisbane, Queensland",Neuvoo,data science,https://au.neuvoo.com/job.php?id=xfsya5kvav&lang=en&k=data+science,
3,DevOps Engineer,The University of Queensland,St Lucia QLD,Indeed,python,https://au.indeed.com//rc/clk?jk=b6bc0e3622daac24&fccid=344dde58d057a104,
1,Research Data Analyst (eLIPSE),The University of Queensland,Brisbane QLD,Indeed,data analyst,https://au.indeed.com//rc/clk?jk=18fcf9a96c10e6ef&fccid=344dde58d057a104,
1,Sales Specialist,Thermo Fisher Scientific,"Brisbane, Queensland",Neuvoo,data science,https://au.neuvoo.com/job.php?id=3f2f5zgnma&lang=en&k=data+science,
4,Analytical Instrument Sales Specialist,Thermo Fisher Scientific,"Brisbane, Queensland",Neuvoo,data science,https://au.neuvoo.com/job.php?id=805gqf8dsn&lang=en&k=data+science,
5,Technical Lead Consultant,ThoughtWorks,Brisbane QLD,Indeed,python,https://au.indeed.com//rc/clk?jk=f99bb54c42d8fd2d&fccid=3c650abdba68c61a,
1,Graduate Software Developer,"ThoughtWorks, Inc.","Brisbane, Queensland",Neuvoo,graduate developer,https://au.neuvoo.com/job.php?id=xh4uf0av8p&lang=en&k=graduate+developer,
1,Graduate Quality Analyst,"ThoughtWorks, Inc.","Brisbane, Queensland",Neuvoo,graduate developer,https://au.neuvoo.com/job.php?id=5yggatnif6&lang=en&k=graduate+developer,
1,Technical Lead Consultant,"ThoughtWorks, Inc.","Brisbane, Queensland",Neuvoo,python,https://au.neuvoo.com/job.php?id=7xf8wqsgxe&lang=en&k=python,
3,Electronics Engineer,Topcon Solutions Store,"Brisbane, Queensland",Neuvoo,software engineering,https://au.neuvoo.com/job.php?id=wzy5asb5vj&lang=en&k=software+engineering,
3,MS BI Stack Developer,Total Resource Solutions,Brisbane QLD,Indeed,business intelligence,https://au.indeed.com//rc/clk?jk=64d14d67e1367c6a&fccid=d9bc0ffe6a809633,
0,Marketing Coordinator,Travelshoot,CBD & Inner Suburbs,SEEK,internship business analytics,https://www.seek.com.au//job/35559601?type=standard&userqueryid=836e1b15f30de7e6d19ff4d7581b07d1-6133094,
0,Business Development Sales Engineer,Trimble Inc,"Brisbane, Queensland",Neuvoo,business analytics,https://au.neuvoo.com/job.php?id=j3e06gfwew&lang=en&k=business+analytics,
4,Technical Sales Application Engineer,Trimble Inc,"Brisbane, Queensland",Neuvoo,business analytics,https://au.neuvoo.com/job.php?id=fkybq5z8xh&lang=en&k=business+analytics,
5,Application Developer,Unitemps,Brisbane QLD,Indeed,software engineering,https://au.indeed.com//rc/clk?jk=ffd3cd3cb36a9765&fccid=7cc942673e95e03e&vjs=3,
2,PhD Studentship in Alzheimer’s disease research,University of Queensland,"Saint Lucia, Queensland",Neuvoo,graduate data science,https://au.neuvoo.com/job.php?id=ujtzhj8f5r&lang=en&k=graduate+data+science,
0,PhD Scholarship in Stem Cell Bioinformatics & Computational Biology,University of Queensland,,SEEK,graduate data science,https://www.seek.com.au//job/35334438?type=standard&userqueryid=ca8c5b1ba8c82d524125fd1ab7b3db2d-5852411,
0,Administrative Officer,University of Queensland,CBD & Inner Suburbs,SEEK,junior business analytics,https://www.seek.com.au//job/35506447?type=standard&userqueryid=984aa7f7cc9cdb05fd498c7d61a48523-5971008,
0,PhD scholarships in Photonics,University of Queensland,CBD & Inner Suburbs,SEEK,graduate data science,https://www.seek.com.au//job/35484155?type=standard&userqueryid=ca8c5b1ba8c82d524125fd1ab7b3db2d-5852411,
0,Research Assistant,University of Queensland,CBD & Inner Suburbs,SEEK,parttime data science,https://www.seek.com.au//job/35518699?type=standard&userqueryid=b0447ba395ed1a72d3a6039d27c5fad9-5802195,
2,Research Data Analyst (eLIPSE),University of Queensland,CBD & Inner Suburbs,SEEK,data analyst,https://www.seek.com.au//job/35455814?type=standard&userqueryid=20ba340a05071ad6b7cd067a43c7c964-5683020,
3,Technical Coordinator,University of Queensland,"Saint Lucia, Queensland",Neuvoo,software engineering,https://au.neuvoo.com/job.php?id=3cjy07x6gq&lang=en&k=software+engineering,
1,DevOps Engineer,University of Queensland,"Saint Lucia, Queensland",Neuvoo,python,https://au.neuvoo.com/job.php?id=5dt4ezdeg9&lang=en&k=python,
1,Doctor of Philosophy (PhD) -  Groundwater Characterisation Project,University of Queensland,"Saint Lucia, Queensland",Neuvoo,graduate software engineering,https://au.neuvoo.com/job.php?id=bnwbbyc8up&lang=en&k=graduate+software+engineering,
0,Administrative Assistant,University of Queensland,CBD & Inner Suburbs,SEEK,parttime data science,https://www.seek.com.au//job/35474918?type=standard&userqueryid=b0447ba395ed1a72d3a6039d27c5fad9-5802195,
2,Research Fellow,University of Southern Queensland,Queensland,Neuvoo,data science,https://au.neuvoo.com/job.php?id=e42p925gxd&lang=en&k=data+science,
5,Transport Modeller (Freight) - (Brisbane),VLC,Brisbane QLD,Indeed,python,https://au.indeed.com//rc/clk?jk=327b9d26d9807670&fccid=7bb190d181368601,
3,Transportation Model Developer (Brisbane),VLC,Brisbane QLD,Indeed,python,https://au.indeed.com//rc/clk?jk=d40e2b0159900990&fccid=7bb190d181368601,
0,Laboratory Technician,Vaxxas,CBD & Inner Suburbs,SEEK,graduate data science,https://www.seek.com.au//job/35409938?type=standard&userqueryid=ca8c5b1ba8c82d524125fd1ab7b3db2d-5852411,
3,API Developers,Vedainfo Pty Ltd,Brisbane QLD,Indeed,developer,https://au.indeed.com//rc/clk?jk=a0b968f9a6d1fbe3&fccid=fb3210bbfb2a5b44,
3,Project Coordinator (Maternity Cover),Ventia,Queensland,Neuvoo,business analytics,https://au.neuvoo.com/job.php?id=f4aqsdi8cz&lang=en&k=business+analytics,
1,Business Graduate / Junior Analyst,Volare Recruitment,Northern Suburbs,SEEK,data analyst,https://www.seek.com.au//job/35507508?type=standout&userqueryid=20ba340a05071ad6b7cd067a43c7c964-5682532,
0,Operations Graduate Program - Logistics Engineer,Volvo Group,"Wacol, Queensland",Neuvoo,data science,https://au.neuvoo.com/job.php?id=t7zv9s3hpc&lang=en&k=data+science,
1,Regional Logistics Buyer,Volvo Group,Wacol QLD,Indeed,business intelligence,https://au.indeed.com//rc/clk?jk=2334178d5a89fe55&fccid=0f63e537c80f169b&vjs=3,
1,Operations Graduate Program - Logistics Engineer,Volvo Group Australia,Western Suburbs & Ipswich,SEEK,graduate business analytics,https://www.seek.com.au//job/35423060?type=standout&userqueryid=f1944405717c2e85eb732fe6ef0552d5-5894443,
0,Hydrogeologist,WSP,"Brisbane, Queensland",Neuvoo,data science,https://au.neuvoo.com/job.php?id=6pd5jeds88&lang=en&k=data+science,
0,Project Administrator,WSP Australia Pty Limited,CBD & Inner Suburbs,SEEK,junior business analytics,https://www.seek.com.au//job/35532779?type=standout&userqueryid=984aa7f7cc9cdb05fd498c7d61a48523-5971008,
2,Drafter | Draftsperson - Power | Electrical Rail,WattElectricalNews,"Brisbane, Queensland",Neuvoo,software engineering,https://au.neuvoo.com/job.php?id=jugww44viw&lang=en&k=software+engineering,
1,Power Systems Engineer,WattElectricalNews,Queensland,Neuvoo,python,https://au.neuvoo.com/job.php?id=ibcphhi96v&lang=en&k=python,
2,Junior Sharepoint Developer,WebJobs,"Brisbane, Queensland",Neuvoo,junior developer,https://au.neuvoo.com/job.php?id=ghygzt4myi&lang=en&k=junior+developer,
3,NET Developer,WebJobs,"Brisbane, Queensland",Neuvoo,junior developer,https://au.neuvoo.com/job.php?id=22ef3ca5py&lang=en&k=junior+developer,
3,Java Developer,WebJobs,"Brisbane, Queensland",Neuvoo,junior developer,https://au.neuvoo.com/job.php?id=bea7a08qvy&lang=en&k=junior+developer,
3,Junior/Intermediate PHP Dev,WebJobs,"Brisbane, Queensland",Neuvoo,junior developer,https://au.neuvoo.com/job.php?id=j72i3ggveb&lang=en&k=junior+developer,
3,SAP Payroll Specialist,WebJobs,"Brisbane, Queensland",Neuvoo,junior developer,https://au.neuvoo.com/job.php?id=ci47kd9a5w&lang=en&k=junior+developer,
2,Consultant,WebJobs,"Brisbane, Queensland",Neuvoo,graduate data science,https://au.neuvoo.com/job.php?id=3rqyv0k7fu&lang=en&k=graduate+data+science,
2,2019 Graduates,WebJobs,"Brisbane, Queensland",Neuvoo,graduate software engineering,https://au.neuvoo.com/job.php?id=crkaq4n06z&lang=en&k=graduate+software+engineering,
3,Software Developer/Engineers,WebJobs,"Brisbane, Queensland",Neuvoo,junior developer,https://au.neuvoo.com/job.php?id=5u97infai9&lang=en&k=junior+developer,
0,Consulting Java Developer,WebJobs,"Brisbane, Queensland",Neuvoo,junior data science,https://au.neuvoo.com/job.php?id=kfp57va802&lang=en&k=junior+data+science,
3,Windows System Admin with IIS,WebJobs,"Brisbane, Queensland",Neuvoo,python,https://au.neuvoo.com/job.php?id=6jjkijunf2&lang=en&k=python,
3,Systems Administrator,WebJobs,"Brisbane, Queensland",Neuvoo,python,https://au.neuvoo.com/job.php?id=4ukyw9ji42&lang=en&k=python,
3,DevOps,WebJobs,"Brisbane, Queensland",Neuvoo,python,https://au.neuvoo.com/job.php?id=5wv2cxzkux&lang=en&k=python,
3,$90K,WebJobs,"Brisbane, Queensland",Neuvoo,junior developer,https://au.neuvoo.com/job.php?id=08y8dt52cc&lang=en&k=junior+developer,
2,Civil Engineer,WebJobs,"Brisbane, Queensland",Neuvoo,graduate software engineering,https://au.neuvoo.com/job.php?id=6eawm4gyss&lang=en&k=graduate+software+engineering,
3,SAP Public Sector Consultant,WebJobs,"Brisbane, Queensland",Neuvoo,graduate software engineering,https://au.neuvoo.com/job.php?id=fz456aggbm&lang=en&k=graduate+software+engineering,
0,Hadoop Developer,WebJobs,"Brisbane, Queensland",Neuvoo,junior python,https://au.neuvoo.com/job.php?id=rj24kfka3n&lang=en&k=junior+python,
3,Level 1 Support role,WebJobs,"Brisbane, Queensland",Neuvoo,python,https://au.neuvoo.com/job.php?id=x20czattaq&lang=en&k=python,
1,UX Researcher / Junior UX Business Analyst,WebJobs,"Brisbane, Queensland",Neuvoo,junior data analyst,https://au.neuvoo.com/job.php?id=smt7gnbdma&lang=en&k=junior+data+analyst,
2,Graduate,WebJobs,"Brisbane, Queensland",Neuvoo,graduate software engineering,https://au.neuvoo.com/job.php?id=we57w2vbb8&lang=en&k=graduate+software+engineering,
3,Lead Developer Coach,WebJobs,"Brisbane, Queensland",Neuvoo,python,https://au.neuvoo.com/job.php?id=e8sm8bav32&lang=en&k=python,
2,Software Maintenance Engineer,WebJobs,"Brisbane, Queensland",Neuvoo,python,https://au.neuvoo.com/job.php?id=ivw0vrwdrv&lang=en&k=python,
2,Siemens DCS Engineer,WebJobs,"Brisbane, Queensland",Neuvoo,graduate software engineering,https://au.neuvoo.com/job.php?id=xv9zr68ytb&lang=en&k=graduate+software+engineering,
3,Business Analyst | Data Scientist,WebJobs,"Brisbane, Queensland",Neuvoo,python,https://au.neuvoo.com/job.php?id=na64gb9bqb&lang=en&k=python,
2,Junior level NET Developer,WebJobs,"Brisbane, Queensland",Neuvoo,graduate software engineering,https://au.neuvoo.com/job.php?id=jh7quh3jud&lang=en&k=graduate+software+engineering,
0,Graduate Data Scientist/ Data Analyst,WebJobs,"Brisbane, Queensland",Neuvoo,graduate business analytics,https://au.neuvoo.com/job.php?id=fxse02h0e0&lang=en&k=graduate+business+analytics,
0,SAP Development Specialist,WebJobs,"Brisbane, Queensland",Neuvoo,junior data analyst,https://au.neuvoo.com/job.php?id=vjywrqi79a&lang=en&k=junior+data+analyst,
4,C++ Software Engineer,Wenco International Mining,Brisbane QLD,Indeed,junior developer,https://au.indeed.com//rc/clk?jk=d379e347f5172eb2&fccid=3ce186b764639080,
0,Equipment Data Analyst,Wisely,CBD & Inner Suburbs,SEEK,data analyst,https://www.seek.com.au//job/35565219?type=standout&userqueryid=20ba340a05071ad6b7cd067a43c7c964-5681929,
2,Service Leader,Woolworths Group Limited,"Brisbane, Queensland",Neuvoo,business analytics,https://au.neuvoo.com/job.php?id=2mq5iaggjd&lang=en&k=business+analytics,
1,Software Dev Engineer II,Wotif.com,Brisbane QLD,Indeed,junior developer,https://au.indeed.com//rc/clk?jk=f4fb57cbaad17986&fccid=e8a37540d1555355,
0,Software Support Engineer,ZACK Group,Eight Mile Plains QLD,Indeed,junior developer,https://au.indeed.com//rc/clk?jk=a791914e7039c42b&fccid=8c3d882efef8ddea,
3,Client Service Associate,Zanetti Recruitment,Brisbane QLD,Indeed,business intelligence,https://au.indeed.com//rc/clk?jk=6031da3487fc1377&fccid=962f988c30f6e036,
1,Software Engineer III,Zetron Australasia,Brisbane QLD,Indeed,software engineering,https://au.indeed.com//rc/clk?jk=c9d784311d91fa12&fccid=37dd80fd9fab045e,
3,Data Analyst,e&e,CBD & Inner Suburbs,SEEK,data analyst,https://www.seek.com.au//job/35343601?type=standout&userqueryid=20ba340a05071ad6b7cd067a43c7c964-5683579,
2,Media Sales Consultant,meltwater,"Brisbane, Queensland",Neuvoo,business intelligence,https://au.neuvoo.com/job.php?id=xafjri2ii5&lang=en&k=business+intelligence,
4,Javascript Software Developer for www,n/a,,Gumtree,developer,https://www.gumtree.com.au/s-ad/clayfield/developer-programmer/javascript-software-developer-for-www-carechat-co/1173333006,
4,Housekeeping Supervisor (New Build 5 Star Hotel in Brisbane CBD),n/a,"Queensland, Brisbane Reg",Gumtree,developer,https://www.gumtree.com.au/s-ad/brisbane-region/front-office-guest-services/housekeeping-supervisor-new-build-5-star-hotel-in-brisbane-cbd-/1174262843,
3,AMAZING OPPORTUNITY - Cosmetics Sales Consultant 45K - 90K,n/a,"Brisbane North West, Brisbane City",Gumtree,developer,https://www.gumtree.com.au/s-ad/brisbane-city/sales-representative-consultant/amazing-opportunity-cosmetics-sales-consultant-45k-90k/1107454024,
4,Coding Mentor,n/a,"Brisbane North West, Brisbane City",Gumtree,python,https://www.gumtree.com.au/s-ad/brisbane-city/tutoring/coding-mentor/1148760004,
4,Looking for Web Developer (frontend/backend),n/a,"Brisbane North West, Brisbane City",Gumtree,developer,https://www.gumtree.com.au/s-ad/brisbane-city/web-development-production/looking-for-web-developer-frontend-backend-/1174684838,
2,"FREE TRAINING: SharePoint/Office 365/SQL Server, Cloud Services",n/a,"Brisbane North West, Brisbane City",Gumtree,business intelligence,https://www.gumtree.com.au/s-ad/brisbane-city/it-support-help-desk/free-training-sharepoint-office-365-sql-server-cloud-services/1174982083,
